filename,label
audio_198.wav,3.0
audio_369_2.wav,2.0
audio_3.wav,3.5
audio_233.wav,3.5
audio_205.wav,2.0
audio_116.wav,3.0
audio_356.wav,2.0
audio_245.wav,3.5
audio_27.wav,3.0
audio_121.wav,2.0
audio_234_2.wav,3.0
audio_225.wav,3.5
audio_322.wav,2.5
audio_273.wav,2.5
audio_323.wav,3.5
audio_351.wav,3.0
audio_247.wav,3.0
audio_128.wav,2.5
audio_75.wav,4.5
audio_330.wav,4.5
audio_30.wav,5.0
audio_84.wav,2.5
audio_338.wav,2.0
audio_108.wav,5.0
audio_334.wav,2.5
audio_134.wav,2.0
audio_298.wav,3.5
audio_45.wav,2.5
audio_315_2.wav,3.0
audio_66.wav,3.0
audio_86.wav,1.5
audio_243.wav,2.5
audio_187.wav,3.0
audio_160.wav,2.5
audio_13.wav,3.0
audio_36.wav,2.5
audio_29.wav,3.0
audio_171.wav,3.5
audio_143.wav,2.0
audio_326.wav,2.0
audio_278.wav,2.0
audio_222.wav,3.0
audio_96.wav,3.0
audio_52.wav,3.5
audio_241.wav,2.5
audio_306.wav,2.5
audio_312.wav,2.0
audio_179.wav,2.0
audio_42.wav,3.0
audio_318.wav,3.0
audio_207.wav,3.5
audio_283.wav,2.0
audio_255.wav,2.5
audio_339.wav,3.0
audio_5.wav,3.5
audio_257.wav,3.0
audio_366.wav,3.0
audio_101.wav,3.5
audio_227.wav,5.0
audio_115_2.wav,4.0
audio_214.wav,3.5
audio_172.wav,3.0
audio_99.wav,3.5
audio_293.wav,2.0
audio_216.wav,3.0
audio_62.wav,3.0
audio_48.wav,2.0
audio_33.wav,2.5
audio_268.wav,3.0
audio_201.wav,2.0
audio_370.wav,3.0
audio_28.wav,2.0
audio_367.wav,2.5
audio_231.wav,2.0
audio_261.wav,2.0
audio_289.wav,2.0
audio_163.wav,2.0
audio_347.wav,2.0
audio_139.wav,3.0
audio_63.wav,2.0
audio_136.wav,3.0
audio_129.wav,3.0
audio_9.wav,2.5
audio_65.wav,3.5
audio_301.wav,3.0
audio_15.wav,2.5
audio_157.wav,2.5
audio_41.wav,2.5
audio_16_2.wav,2.5
audio_226_2.wav,3.0
audio_217.wav,3.0
audio_280.wav,2.0
audio_353.wav,3.0
audio_237.wav,2.0
audio_208.wav,2.0
audio_213.wav,5.0
audio_296.wav,3.5
audio_256_2.wav,3.0
audio_252.wav,2.0
audio_195_2.wav,3.0
audio_34_2.wav,4.0
audio_304.wav,3.0
audio_270.wav,3.0
audio_202.wav,3.0
audio_162.wav,2.0
audio_44.wav,3.5
audio_218.wav,3.0
audio_191.wav,3.0
audio_310.wav,2.0
audio_260.wav,2.5
audio_106.wav,5.0
audio_54.wav,2.5
audio_2.wav,2.0
audio_50.wav,3.0
audio_81.wav,2.5
audio_206.wav,2.5
audio_35.wav,2.0
audio_264.wav,3.0
audio_92.wav,2.5
audio_340.wav,4.0
audio_53.wav,3.5
audio_346.wav,3.0
audio_265.wav,3.0
audio_242.wav,3.5
audio_14.wav,2.0
audio_316.wav,2.0
audio_89.wav,2.0
audio_274.wav,3.0
audio_167.wav,3.5
audio_329.wav,3.0
audio_26_2.wav,2.5
audio_135.wav,3.0
audio_307.wav,3.0
audio_10_2.wav,3.0
audio_320.wav,2.5
audio_244.wav,3.5
audio_55.wav,2.0
audio_364.wav,2.5
audio_51.wav,4.5
audio_175.wav,4.0
audio_190.wav,3.0
audio_289_2.wav,2.0
audio_188.wav,3.0
audio_170.wav,2.0
audio_59.wav,4.0
audio_49.wav,2.5
audio_345.wav,4.5
audio_236.wav,3.0
audio_253.wav,3.0
audio_22.wav,3.5
audio_314.wav,3.0
audio_161.wav,2.5
audio_277.wav,2.5
audio_192.wav,2.5
audio_56_2.wav,5.0
audio_294.wav,3.0
audio_344.wav,3.0
audio_258.wav,3.0
audio_309.wav,3.5
audio_150.wav,2.0
audio_131.wav,4.0
audio_152.wav,2.0
audio_360.wav,3.0
audio_100.wav,3.0
audio_328_2.wav,2.0
audio_88.wav,3.5
audio_331.wav,2.0
audio_215.wav,2.0
audio_122.wav,3.0
audio_64_2.wav,2.5
audio_21.wav,3.0
audio_189.wav,3.0
audio_72.wav,3.0
audio_107.wav,3.5
audio_271.wav,3.0
audio_349.wav,2.5
audio_103.wav,4.5
